ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
362,98,12,11,0,220,10,80,20,800,400,20,12,30
374,109,12,11,-1,220,10,80,20,800,400,20,12,30
386,120,12,11,0,200,10,80,20,800,400,20,12,30
398,131,12,11,0,200,10,80,20,800,400,20,12,30
410,142,12,11,0,200,10,80,20,800,400,20,12,30
422,153,12,11,0,200,10,80,20,800,400,20,12,30
434,164,12,11,0,200,10,80,20,800,400,20,12,30
446,175,12,11,0,200,10,80,20,800,400,20,12,30
458,186,12,11,0,200,10,80,20,800,400,20,12,30
470,197,12,11,0,200,10,80,20,800,400,20,12,30
482,208,12,11,0,200,10,80,20,800,400,20,12,30
494,219,12,11,0,200,10,80,20,800,400,20,12,30
506,230,12,11,1,200,10,80,20,800,400,20,12,30
518,241,12,11,0,220,10,80,20,800,400,20,12,30
530,252,12,11,0,220,10,80,20,800,400,20,12,30
542,263,12,11,0,220,10,80,20,800,400,20,12,30
554,274,12,11,0,220,10,80,20,800,400,20,12,30
566,285,12,11,1,220,10,80,20,800,400,20,12,30
578,296,12,11,0,240,10,80,20,800,400,20,12,30
590,307,12,11,0,240,10,80,20,800,400,20,12,30
602,318,12,11,0,240,10,80,20,800,400,20,12,30
614,329,12,11,1,240,10,80,20,800,400,20,12,30
626,340,12,11,0,260,10,80,20,800,400,20,12,30
638,351,12,11,0,260,10,80,20,800,400,20,12,30
650,362,12,11,0,260,10,80,20,800,400,20,12,30
662,351,12,-11,0,260,10,80,20,800,400,20,12,30
674,340,12,-11,0,260,10,80,20,800,400,20,12,30
686,329,12,-11,0,260,10,80,20,800,400,20,12,30
698,318,12,-11,0,260,10,80,20,800,400,20,12,30
710,307,12,-11,0,260,10,80,20,800,400,20,12,30
722,296,12,-11,0,260,10,80,20,800,400,20,12,30
734,285,12,-11,0,260,10,80,20,800,400,20,12,30
746,274,12,-11,0,260,10,80,20,800,400,20,12,30
758,263,12,-11,0,260,10,80,20,800,400,20,12,30
770,252,12,-11,0,260,10,80,20,800,400,20,12,30
758,241,-12,-11,0,260,10,80,20,800,400,20,12,30
746,230,-12,-11,0,260,10,80,20,800,400,20,12,30
734,219,-12,-11,0,260,10,80,20,800,400,20,12,30
722,208,-12,-11,0,260,10,80,20,800,400,20,12,30
710,197,-12,-11,0,260,10,80,20,800,400,20,12,30
698,186,-12,-11,0,260,10,80,20,800,400,20,12,30
686,175,-12,-11,0,260,10,80,20,800,400,20,12,30
674,164,-12,-11,0,260,10,80,20,800,400,20,12,30
662,153,-12,-11,0,260,10,80,20,800,400,20,12,30
650,142,-12,-11,0,260,10,80,20,800,400,20,12,30
638,131,-12,-11,0,260,10,80,20,800,400,20,12,30
626,120,-12,-11,0,260,10,80,20,800,400,20,12,30
614,109,-12,-11,0,260,10,80,20,800,400,20,12,30
602,98,-12,-11,0,260,10,80,20,800,400,20,12,30
590,87,-12,-11,0,260,10,80,20,800,400,20,12,30
578,76,-12,-11,0,260,10,80,20,800,400,20,12,30
566,65,-12,-11,0,260,10,80,20,800,400,20,12,30
554,54,-12,-11,0,260,10,80,20,800,400,20,12,30
542,43,-12,-11,0,260,10,80,20,800,400,20,12,30
530,32,-12,-11,0,260,10,80,20,800,400,20,12,30
518,43,-12,11,0,260,10,80,20,800,400,20,12,30
506,54,-12,11,0,260,10,80,20,800,400,20,12,30
494,65,-12,11,0,260,10,80,20,800,400,20,12,30
482,76,-12,11,0,260,10,80,20,800,400,20,12,30
470,87,-12,11,0,260,10,80,20,800,400,20,12,30
458,98,-12,11,0,260,10,80,20,800,400,20,12,30
446,109,-12,11,0,260,10,80,20,800,400,20,12,30
434,120,-12,11,0,260,10,80,20,800,400,20,12,30
422,131,-12,11,0,260,10,80,20,800,400,20,12,30
410,142,-12,11,0,260,10,80,20,800,400,20,12,30
398,153,-12,11,0,260,10,80,20,800,400,20,12,30
386,164,-12,11,0,260,10,80,20,800,400,20,12,30
374,175,-12,11,0,260,10,80,20,800,400,20,12,30
362,186,-12,11,0,260,10,80,20,800,400,20,12,30
350,197,-12,11,0,260,10,80,20,800,400,20,12,30
338,208,-12,11,0,260,10,80,20,800,400,20,12,30
326,219,-12,11,0,260,10,80,20,800,400,20,12,30
314,230,-12,11,0,260,10,80,20,800,400,20,12,30
302,241,-12,11,0,260,10,80,20,800,400,20,12,30
290,252,-12,11,0,260,10,80,20,800,400,20,12,30
278,263,-12,11,0,260,10,80,20,800,400,20,12,30
266,274,-12,11,0,260,10,80,20,800,400,20,12,30
254,285,-12,11,0,260,10,80,20,800,400,20,12,30
242,296,-12,11,0,260,10,80,20,800,400,20,12,30
230,307,-12,11,0,260,10,80,20,800,400,20,12,30
218,318,-12,11,0,260,10,80,20,800,400,20,12,30
206,329,-12,11,0,260,10,80,20,800,400,20,12,30
194,340,-12,11,0,260,10,80,20,800,400,20,12,30
182,351,-12,11,0,260,10,80,20,800,400,20,12,30
170,362,-12,11,0,260,10,80,20,800,400,20,12,30
158,351,-12,-11,0,260,10,80,20,800,400,20,12,30
146,340,-12,-11,0,260,10,80,20,800,400,20,12,30
134,329,-12,-11,0,260,10,80,20,800,400,20,12,30
122,318,-12,-11,0,260,10,80,20,800,400,20,12,30
110,307,-12,-11,0,260,10,80,20,800,400,20,12,30
98,296,-12,-11,0,260,10,80,20,800,400,20,12,30
86,285,-12,-11,0,260,10,80,20,800,400,20,12,30
74,274,-12,-11,0,260,10,80,20,800,400,20,12,30
62,263,-12,-11,0,260,10,80,20,800,400,20,12,30
50,252,-12,-11,0,260,10,80,20,800,400,20,12,30
38,241,-12,-11,0,260,10,80,20,800,400,20,12,30
50,230,12,-11,0,260,10,80,20,800,400,20,12,30
62,219,12,-11,0,260,10,80,20,800,400,20,12,30
74,208,12,-11,0,260,10,80,20,800,400,20,12,30
86,197,12,-11,0,260,10,80,20,800,400,20,12,30
98,186,12,-11,0,260,10,80,20,800,400,20,12,30
110,175,12,-11,0,260,10,80,20,800,400,20,12,30
122,164,12,-11,0,260,10,80,20,800,400,20,12,30
134,153,12,-11,0,260,10,80,20,800,400,20,12,30
146,142,12,-11,0,260,10,80,20,800,400,20,12,30
158,131,12,-11,0,260,10,80,20,800,400,20,12,30
170,120,12,-11,0,260,10,80,20,800,400,20,12,30
182,109,12,-11,0,260,10,80,20,800,400,20,12,30
194,98,12,-11,0,260,10,80,20,800,400,20,12,30
206,87,12,-11,0,260,10,80,20,800,400,20,12,30
218,76,12,-11,0,260,10,80,20,800,400,20,12,30
230,65,12,-11,0,260,10,80,20,800,400,20,12,30
242,54,12,-11,0,260,10,80,20,800,400,20,12,30
254,43,12,-11,0,260,10,80,20,800,400,20,12,30
266,32,12,-11,0,260,10,80,20,800,400,20,12,30
278,43,12,11,0,260,10,80,20,800,400,20,12,30
290,54,12,11,0,260,10,80,20,800,400,20,12,30
302,65,12,11,0,260,10,80,20,800,400,20,12,30
314,76,12,11,0,260,10,80,20,800,400,20,12,30
326,87,12,11,0,260,10,80,20,800,400,20,12,30
338,98,12,11,0,260,10,80,20,800,400,20,12,30
350,109,12,11,0,260,10,80,20,800,400,20,12,30
362,120,12,11,0,260,10,80,20,800,400,20,12,30
374,131,12,11,0,260,10,80,20,800,400,20,12,30
386,142,12,11,0,260,10,80,20,800,400,20,12,30
398,153,12,11,0,260,10,80,20,800,400,20,12,30
410,164,12,11,0,260,10,80,20,800,400,20,12,30
422,175,12,11,0,260,10,80,20,800,400,20,12,30
434,186,12,11,0,260,10,80,20,800,400,20,12,30
446,197,12,11,0,260,10,80,20,800,400,20,12,30
458,208,12,11,0,260,10,80,20,800,400,20,12,30
470,219,12,11,0,260,10,80,20,800,400,20,12,30
482,230,12,11,0,260,10,80,20,800,400,20,12,30
494,241,12,11,0,260,10,80,20,800,400,20,12,30
506,252,12,11,0,260,10,80,20,800,400,20,12,30
518,263,12,11,0,260,10,80,20,800,400,20,12,30
530,274,12,11,0,260,10,80,20,800,400,20,12,30
542,285,12,11,1,260,10,80,20,800,400,20,12,30
554,296,12,11,0,280,10,80,20,800,400,20,12,30
566,307,12,11,0,280,10,80,20,800,400,20,12,30
578,318,12,11,0,280,10,80,20,800,400,20,12,30
590,329,12,11,0,280,10,80,20,800,400,20,12,30
602,340,12,11,0,280,10,80,20,800,400,20,12,30
614,351,12,11,0,280,10,80,20,800,400,20,12,30
626,362,12,11,0,280,10,80,20,800,400,20,12,30
638,351,12,-11,0,280,10,80,20,800,400,20,12,30
650,340,12,-11,0,280,10,80,20,800,400,20,12,30
662,329,12,-11,0,280,10,80,20,800,400,20,12,30
674,318,12,-11,0,280,10,80,20,800,400,20,12,30
686,307,12,-11,0,280,10,80,20,800,400,20,12,30
698,296,12,-11,0,280,10,80,20,800,400,20,12,30
710,285,12,-11,0,280,10,80,20,800,400,20,12,30
722,274,12,-11,0,280,10,80,20,800,400,20,12,30
734,263,12,-11,0,280,10,80,20,800,400,20,12,30
746,252,12,-11,0,280,10,80,20,800,400,20,12,30
758,241,12,-11,0,280,10,80,20,800,400,20,12,30
770,230,12,-11,0,280,10,80,20,800,400,20,12,30
782,219,12,-11,0,280,10,80,20,800,400,20,12,30
758,202,-12,2,0,200,10,80,20,800,400,20,12,30
746,204,-12,2,0,200,10,80,20,800,400,20,12,30
734,206,-12,2,0,200,10,80,20,800,400,20,12,30
722,208,-12,2,0,200,10,80,20,800,400,20,12,30
710,210,-12,2,0,200,10,80,20,800,400,20,12,30
698,212,-12,2,0,200,10,80,20,800,400,20,12,30
686,214,-12,2,0,200,10,80,20,800,400,20,12,30
674,216,-12,2,0,200,10,80,20,800,400,20,12,30
662,218,-12,2,0,200,10,80,20,800,400,20,12,30
650,220,-12,2,0,200,10,80,20,800,400,20,12,30
638,222,-12,2,0,200,10,80,20,800,400,20,12,30
626,224,-12,2,0,200,10,80,20,800,400,20,12,30
614,226,-12,2,0,200,10,80,20,800,400,20,12,30
602,228,-12,2,0,200,10,80,20,800,400,20,12,30
590,230,-12,2,0,200,10,80,20,800,400,20,12,30
578,232,-12,2,0,200,10,80,20,800,400,20,12,30
566,234,-12,2,0,200,10,80,20,800,400,20,12,30
554,236,-12,2,0,200,10,80,20,800,400,20,12,30
542,238,-12,2,0,200,10,80,20,800,400,20,12,30
530,240,-12,2,0,200,10,80,20,800,400,20,12,30
518,242,-12,2,0,200,10,80,20,800,400,20,12,30
506,244,-12,2,0,200,10,80,20,800,400,20,12,30
494,246,-12,2,0,200,10,80,20,800,400,20,12,30
482,248,-12,2,0,200,10,80,20,800,400,20,12,30
470,250,-12,2,0,200,10,80,20,800,400,20,12,30
458,252,-12,2,0,200,10,80,20,800,400,20,12,30
446,254,-12,2,0,200,10,80,20,800,400,20,12,30
434,256,-12,2,0,200,10,80,20,800,400,20,12,30
